,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
297,Saint-Joseph,-21.3667,55.6167,69.48,81,28,13.02,RE,2021-07-01 04:25:04
298,Airai,-8.9266,125.4092,73.45,46,6,4.85,TL,2021-07-01 04:25:04
299,Ust-Nera,64.5667,143.2,74.79,47,96,2.89,RU,2021-07-01 04:25:05
300,Nome,64.5011,-165.4064,53.67,94,90,5.75,US,2021-07-01 04:25:05
301,Maceió,-9.6658,-35.7353,72.84,100,75,2.3,BR,2021-07-01 04:25:05
302,Iralaya,15.0,-83.2333,80.29,84,100,11.74,HN,2021-07-01 04:25:06
303,Nouakchott,18.0858,-15.9785,71.53,86,7,13.96,MR,2021-07-01 04:20:17
304,Kalmunai,7.4167,81.8167,86.36,63,85,10.96,LK,2021-07-01 04:25:06
305,Ponta Delgada,37.7333,-25.6667,68.72,94,40,13.8,PT,2021-07-01 04:25:07
306,Dolores,-36.3132,-57.6792,45.48,88,100,9.98,AR,2021-07-01 04:25:07
307,Arkhangelsk,64.5401,40.5433,48.31,81,75,8.95,RU,2021-07-01 04:25:08
308,Meulaboh,4.1363,96.1285,84.4,67,38,3.33,ID,2021-07-01 04:25:08
309,Luwingu,-10.2621,29.9271,49.55,69,19,3.13,ZM,2021-07-01 04:25:08
310,Anloga,5.7947,0.8973,75.42,82,98,11.88,GH,2021-07-01 04:25:09
311,Vardø,70.3705,31.1107,51.26,71,18,20.47,NO,2021-07-01 04:25:09
312,Bay Roberts,47.5999,-53.2648,55.15,89,100,1.01,CA,2021-07-01 04:25:10
313,São Filipe,14.8961,-24.4956,72.07,81,2,10.22,CV,2021-07-01 04:25:10
314,Volnovakha,47.601,37.4967,66.94,73,4,5.5,UA,2021-07-01 04:25:10
315,Paracuru,-3.41,-39.0306,80.62,89,78,10.8,BR,2021-07-01 04:25:11
316,Mola di Bari,41.0609,17.0873,81.91,50,0,11.7,IT,2021-07-01 04:25:11
317,Walvis Bay,-22.9575,14.5053,47.35,93,0,9.22,NA,2021-07-01 04:25:12
318,Severobaykal'sk,55.65,109.3167,56.23,95,100,2.44,RU,2021-07-01 04:25:12
319,Ahipara,-35.1667,173.1667,58.53,57,4,5.99,NZ,2021-07-01 04:25:12
320,Grand Gaube,-20.0064,57.6608,74.37,69,62,8.99,MU,2021-07-01 04:25:13
321,Amalāpuram,16.5833,82.0167,84.58,66,100,6.64,IN,2021-07-01 04:25:13
322,Ribeira Grande,38.5167,-28.7,68.23,77,100,18.37,PT,2021-07-01 04:25:14
323,Okha,53.5739,142.9478,64.31,52,0,6.17,RU,2021-07-01 04:25:14
324,Ozernovskiy,51.5,156.5167,46.31,95,95,12.03,RU,2021-07-01 04:25:14
325,Mahon,39.8885,4.2658,64.96,88,0,4.61,ES,2021-07-01 04:25:15
326,Aklavik,68.2191,-135.0107,54.32,69,100,5.95,CA,2021-07-01 04:25:15
327,Ostrovnoy,68.0531,39.5131,48.81,66,7,8.14,RU,2021-07-01 04:25:16
328,Saint Lawrence,36.0553,14.204,80.01,74,34,1.99,MT,2021-07-01 04:25:16
329,Umm Kaddadah,13.6017,26.6876,80.38,56,66,10.27,SD,2021-07-01 04:25:17
330,Chui,-33.6971,-53.4616,48.61,94,86,5.21,UY,2021-07-01 04:25:17
331,Mehamn,71.0357,27.8492,55.35,58,0,12.66,NO,2021-07-01 04:25:17
332,Tahoua,14.8888,5.2692,86.45,39,92,8.3,NE,2021-07-01 04:25:18
333,Nymburk,50.1861,15.0417,59.54,92,51,8.1,CZ,2021-07-01 04:25:18
334,Dickson,36.077,-87.3878,76.05,97,90,0.0,US,2021-07-01 04:25:19
335,Agogo,6.8,-1.0819,68.27,98,100,3.89,GH,2021-07-01 04:25:19
336,Mayo,38.8876,-76.5119,80.98,84,90,4.0,US,2021-07-01 04:25:19
337,Ust-Maya,60.4167,134.5333,85.96,24,90,2.8,RU,2021-07-01 04:25:20
338,Nishihara,26.1842,127.7558,85.66,89,90,12.66,JP,2021-07-01 04:25:20
339,Roebourne,-20.7833,117.1333,80.35,34,0,17.47,AU,2021-07-01 04:25:21
340,Balāngīr,20.7167,83.4833,89.78,56,100,10.94,IN,2021-07-01 04:25:21
341,Atasū,48.6814,71.6433,89.73,23,18,11.99,KZ,2021-07-01 04:25:22
342,Puerto Baquerizo Moreno,-0.9,-89.6,73.18,82,82,9.55,EC,2021-07-01 04:25:23
343,Lázaro Cárdenas,17.9583,-102.2,78.75,79,100,2.08,MX,2021-07-01 04:25:23
344,Puerto Colombia,10.9878,-74.9547,80.69,81,0,19.64,CO,2021-07-01 04:21:27
345,Talnakh,69.4865,88.3972,61.79,61,71,4.32,RU,2021-07-01 04:25:24
346,Utiel,39.5667,-1.2,65.23,87,78,1.41,ES,2021-07-01 04:25:24
347,Bathsheba,13.2167,-59.5167,77.61,73,40,19.57,BB,2021-07-01 04:25:25
348,Biak,-0.9131,122.8766,79.09,81,100,10.56,ID,2021-07-01 04:25:25
349,Klaksvík,62.2266,-6.589,47.32,90,51,2.77,FO,2021-07-01 04:25:26
350,Isangel,-19.55,169.2667,71.87,56,26,17.27,VU,2021-07-01 04:25:26
351,Rantepao,-2.9701,119.8978,79.77,63,89,4.76,ID,2021-07-01 04:25:27
352,Compiègne,49.4179,2.8261,57.2,95,99,3.47,FR,2021-07-01 04:25:27
353,Hirara,24.8,125.2833,88.07,84,75,16.11,JP,2021-07-01 04:25:27
354,Bagotville,-28.9833,153.4167,66.22,96,90,7.9,AU,2021-07-01 04:25:28
355,Mindupok,6.0906,124.4233,84.09,72,96,3.76,PH,2021-07-01 04:25:28
356,Bondo,3.8146,23.6866,67.6,96,79,1.63,CD,2021-07-01 04:25:29
357,Fort Nelson,58.8053,-122.7002,71.19,78,90,11.5,CA,2021-07-01 04:25:29
358,Kiryat Gat,31.61,34.7642,77.92,100,0,2.39,IL,2021-07-01 04:25:05
359,Nouadhibou,20.931,-17.0347,66.18,88,0,18.41,MR,2021-07-01 04:25:30
360,Scarborough,54.2797,-0.4044,52.92,88,100,1.01,GB,2021-07-01 04:20:58
361,Marana,32.4367,-111.2254,87.26,48,40,8.05,US,2021-07-01 04:24:00
362,Mikrokambos,40.8408,22.7752,80.62,74,0,1.88,GR,2021-07-01 04:25:31
363,Sur,22.5667,59.5289,93.18,42,49,8.34,OM,2021-07-01 04:25:31
364,Morehead,37.2711,-87.1764,75.94,88,75,0.0,US,2021-07-01 04:25:32
365,Whitehorse,60.7161,-135.0538,68.77,42,75,2.3,CA,2021-07-01 04:25:32
366,Baykit,61.67,96.37,65.26,41,18,6.08,RU,2021-07-01 04:25:32
367,Marawi,7.9986,124.2928,79.86,72,97,4.12,PH,2021-07-01 04:25:33
368,Lamu,-2.2717,40.902,75.92,84,98,12.03,KE,2021-07-01 04:25:33
369,Xiongzhou,25.1167,114.3,90.55,60,99,9.33,CN,2021-07-01 04:25:33
370,Coahuayana Viejo,18.7333,-103.6833,76.51,89,50,0.74,MX,2021-07-01 04:25:34
371,Bintulu,3.1667,113.0333,79.21,89,40,4.61,MY,2021-07-01 04:25:34
372,Buala,-8.145,159.5921,83.21,75,27,8.21,SB,2021-07-01 04:25:35
373,Coyhaique,-45.5752,-72.0662,39.15,87,0,4.61,CL,2021-07-01 04:22:16
374,Starosubkhangulovo,53.1031,57.4423,81.3,55,34,5.91,RU,2021-07-01 04:25:35
375,Calama,-22.4667,-68.9333,43.29,12,25,20.71,CL,2021-07-01 04:22:20
376,Okato,-39.2,173.8833,54.43,69,2,3.47,NZ,2021-07-01 04:25:36
377,Igrim,63.1906,64.4162,82.24,54,78,10.69,RU,2021-07-01 04:25:36
378,Gizo Government Station,-8.103,156.8419,82.53,77,20,10.29,SB,2021-07-01 04:25:37
379,Sangar,63.9242,127.4739,80.76,47,53,4.65,RU,2021-07-01 04:25:37
380,Yantzaza,-3.8278,-78.7594,63.19,99,100,0.43,EC,2021-07-01 04:25:37
381,Maumere,-8.6199,122.2111,83.5,62,53,6.96,ID,2021-07-01 04:25:38
382,Stuttgart,48.7823,9.177,56.64,89,75,5.75,DE,2021-07-01 04:22:53
383,Soyo,-6.1349,12.3689,71.49,93,100,5.5,AO,2021-07-01 04:25:38
384,San,13.3034,-4.8956,85.95,47,79,6.06,ML,2021-07-01 04:23:20
385,Anadyr,64.75,177.4833,39.7,93,75,17.0,RU,2021-07-01 04:25:39
386,Tual,-5.6667,132.75,80.53,82,53,19.3,ID,2021-07-01 04:25:39
387,Muisne,0.6,-80.0333,75.76,84,100,9.24,EC,2021-07-01 04:25:40
388,Korsakov,46.6328,142.7813,55.24,74,100,10.89,RU,2021-07-01 04:25:40
389,Albanel,48.8832,-72.4487,57.34,100,100,4.61,CA,2021-07-01 04:25:13
390,Nālūt,30.3333,10.85,84.83,12,0,3.94,LY,2021-07-01 04:25:41
391,Kuala Terengganu,5.3302,103.1408,89.55,70,20,5.75,MY,2021-07-01 04:25:36
392,Merauke,-8.4667,140.3333,82.35,74,75,16.62,ID,2021-07-01 04:25:07
393,Kungurtug,50.5994,97.5228,66.02,39,13,2.75,RU,2021-07-01 04:25:42
394,The Pas,53.8251,-101.2541,69.82,68,1,8.05,CA,2021-07-01 04:25:42
395,Mennzel Bou Zelfa,36.6831,10.5843,75.0,91,59,7.38,TN,2021-07-01 04:25:42
396,Teruel,40.6667,-0.6667,58.96,72,81,4.27,ES,2021-07-01 04:25:00
397,Mossamedes,-15.1961,12.1522,64.27,78,4,7.99,AO,2021-07-01 04:25:43
398,Lucapa,-8.4192,20.7447,59.99,35,95,3.04,AO,2021-07-01 04:25:44
399,Ubari,26.5921,12.7805,85.5,14,0,6.51,LY,2021-07-01 04:25:44
400,Akdepe,42.0551,59.3788,95.09,24,9,9.66,TM,2021-07-01 04:25:45
401,Zhuhai,22.2769,113.5678,91.18,79,40,13.8,CN,2021-07-01 04:25:29
402,Kirkland Lake,48.1446,-80.0377,58.03,88,99,8.19,CA,2021-07-01 04:25:45
403,Morón,-34.6534,-58.6198,48.9,96,100,5.01,AR,2021-07-01 04:25:46
404,Pilar,-9.5972,-35.9567,71.53,96,97,2.37,BR,2021-07-01 04:25:46
405,Vila Franca do Campo,37.7167,-25.4333,68.41,94,100,12.73,PT,2021-07-01 04:25:47
406,Yulara,-25.2406,130.9889,71.44,28,0,3.44,AU,2021-07-01 04:25:47
407,Sinnai,39.3042,9.2036,68.47,71,0,6.91,IT,2021-07-01 04:25:47
408,Rechka Vydrino,51.485,104.8461,55.6,91,100,6.51,RU,2021-07-01 04:24:11
409,Abu Dhabi,24.4667,54.3667,95.02,34,0,2.3,AE,2021-07-01 04:25:44
410,Kamalpur,24.2,91.8333,78.6,70,98,8.19,IN,2021-07-01 04:25:48
411,Sambava,-14.2667,50.1667,70.83,78,100,11.1,MG,2021-07-01 04:25:49
412,Arys,42.4252,68.795,97.02,14,5,4.14,KZ,2021-07-01 04:25:49
413,Fairbanks,64.8378,-147.7164,73.6,47,1,0.0,US,2021-07-01 04:25:09
414,Henties Bay,-22.116,14.2845,56.61,85,0,5.77,NA,2021-07-01 04:25:50
415,Elizabeth City,36.2946,-76.2511,81.01,80,1,5.01,US,2021-07-01 04:25:50
416,Tiznit Province,29.5833,-9.5,66.45,68,1,1.54,MA,2021-07-01 04:25:50
417,Hervey Bay,-25.2986,152.8535,73.04,80,16,5.99,AU,2021-07-01 04:25:51
418,Tākestān,36.0696,49.6959,78.93,38,4,5.61,IR,2021-07-01 04:25:51
419,Valparaíso,-33.0393,-71.6273,52.48,85,97,0.0,CL,2021-07-01 04:25:52
420,Talcahuano,-36.7167,-73.1167,49.68,100,90,2.3,CL,2021-07-01 04:25:52
421,Luba,3.4568,8.5547,73.29,84,100,5.5,GQ,2021-07-01 04:25:53
422,Busca,44.5181,7.4743,57.96,83,0,6.91,IT,2021-07-01 04:25:53
423,San Isidro,-12.1167,-77.05,60.39,96,90,6.91,PE,2021-07-01 04:25:53
424,Sémbé,1.6481,14.5806,69.04,89,88,1.9,CG,2021-07-01 04:25:54
425,Berlevåg,70.8578,29.0864,55.4,67,55,13.82,NO,2021-07-01 04:25:54
426,Narasannapeta,18.4167,84.05,90.03,61,100,10.13,IN,2021-07-01 04:25:55
427,Hasaki,35.7333,140.8333,72.28,94,100,10.74,JP,2021-07-01 04:25:55
428,Sonoita,31.85,-112.8333,85.5,52,50,10.42,MX,2021-07-01 04:25:55
429,Saint Stephen,50.3333,-4.9,58.39,100,75,6.91,GB,2021-07-01 04:25:56
430,Ambovombe,-25.1667,46.0833,61.63,65,2,7.49,MG,2021-07-01 04:25:56
431,Vakhrushi,58.6847,50.0261,69.35,75,99,2.51,RU,2021-07-01 04:25:57
432,Kapenguria,1.2511,35.0895,55.09,86,91,1.61,KE,2021-07-01 04:25:57
433,Mastic Beach,40.7668,-72.8521,75.54,93,40,3.0,US,2021-07-01 04:25:57
434,Tezu,27.9167,96.1667,75.36,99,100,3.18,IN,2021-07-01 04:25:58
435,Marzuq,14.4,46.4667,79.97,35,51,4.27,YE,2021-07-01 04:25:58
436,Acapulco de Juárez,16.8634,-99.8901,79.92,83,84,2.8,MX,2021-07-01 04:25:59
437,Shingū,33.7333,135.9833,72.59,96,100,5.84,JP,2021-07-01 04:25:59
438,Basco,20.4487,121.9702,84.42,77,98,15.08,PH,2021-07-01 04:26:00
439,Wuda,39.4994,106.7117,88.68,12,12,12.66,CN,2021-07-01 04:26:00
440,Koslan,63.4564,48.8989,57.31,87,100,8.7,RU,2021-07-01 04:26:00
441,Taoudenni,22.6783,-3.9836,94.05,17,0,5.21,ML,2021-07-01 04:26:01
442,Jamame,0.0722,42.7506,77.18,71,71,11.7,SO,2021-07-01 04:26:01
443,La Macarena,2.1837,-73.7849,66.4,98,100,4.88,CO,2021-07-01 04:26:02
444,Bonavista,48.6499,-53.1147,52.12,95,100,12.57,CA,2021-07-01 04:26:02
445,Āsosa,10.0667,34.5333,59.88,85,100,5.28,ET,2021-07-01 04:26:02
446,Zapolyarnyy,69.4154,30.8136,56.48,57,6,19.64,RU,2021-07-01 04:26:03
447,Sola,-13.8833,167.55,78.69,76,38,26.17,VU,2021-07-01 04:26:03
448,Khani,41.9563,42.9566,65.77,72,14,1.86,GE,2021-07-01 04:26:04
449,Tigil',57.8,158.6667,65.34,55,99,12.06,RU,2021-07-01 04:26:04
450,Tura,25.5198,90.2201,77.27,92,100,8.75,IN,2021-07-01 04:26:04
451,Phan Thiet,10.9333,108.1,93.18,49,16,13.0,VN,2021-07-01 04:26:05
452,Kurayoshi,35.4333,133.8167,84.02,74,99,4.88,JP,2021-07-01 04:24:11
453,Dunedin,-45.8742,170.5036,50.81,59,66,1.99,NZ,2021-07-01 04:26:05
454,Zhuanghe,39.7008,122.9911,75.49,79,72,9.4,CN,2021-07-01 04:26:06
455,Kostino,58.9097,53.2691,71.69,89,96,2.68,RU,2021-07-01 04:26:06
456,Sadasivpet,17.6212,77.9503,85.01,70,100,4.68,IN,2021-07-01 04:26:07
457,Mpongwe,-13.5091,28.155,49.51,52,13,3.47,ZM,2021-07-01 04:26:07
458,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,40.68,65,87,6.62,AR,2021-07-01 04:26:08
459,Kitakata,37.65,139.8667,72.32,83,100,5.84,JP,2021-07-01 04:26:08
460,Bentiu,9.2333,29.8333,70.83,90,100,5.06,SS,2021-07-01 04:26:08
461,Nara,34.6851,135.8049,76.5,70,99,14.43,JP,2021-07-01 04:26:09
462,Xining,36.6167,101.7667,65.68,45,42,4.7,CN,2021-07-01 04:26:09
463,Morant Bay,17.8815,-76.4093,82.02,86,10,8.86,JM,2021-07-01 04:26:10
464,Imeni Poliny Osipenko,52.4201,136.4853,67.03,64,83,2.06,RU,2021-07-01 04:26:10
465,Santa Cruz de la Sierra,-17.8,-63.1667,42.26,87,0,3.44,BO,2021-07-01 04:26:10
466,Hombourg-Haut,49.1236,6.774,57.02,91,100,8.08,FR,2021-07-01 04:26:11
467,Mil'kovo,54.7167,158.6167,72.75,50,5,3.94,RU,2021-07-01 04:26:11
468,Oranjemund,-28.55,16.4333,54.79,75,0,8.81,NA,2021-07-01 04:26:12
469,Mnogovershinnyy,53.9353,139.9242,70.63,35,1,3.4,RU,2021-07-01 04:26:12
470,Namatanai,-3.6667,152.4333,83.08,76,89,8.37,PG,2021-07-01 04:26:12
471,Uvalde,29.3669,-99.767,78.53,71,1,4.61,US,2021-07-01 04:26:13
472,Ahwa,20.75,73.6833,80.46,74,96,12.19,IN,2021-07-01 04:26:13
473,Sapouy,11.5544,-1.7736,76.82,70,40,5.44,BF,2021-07-01 04:26:13
474,Neiafu,-18.65,-173.9833,81.28,83,40,5.75,TO,2021-07-01 04:26:14
475,Hudiksvall,61.729,17.1036,55.35,62,0,7.43,SE,2021-07-01 04:26:14
476,Gorodets,56.6514,43.475,65.88,75,96,0.94,RU,2021-07-01 04:26:15
477,Coruripe,-10.1256,-36.1756,72.7,90,96,2.26,BR,2021-07-01 04:26:15
478,Coronel Fabriciano,-19.5186,-42.6289,64.44,88,75,5.75,BR,2021-07-01 04:26:15
479,Garh Maharaja,30.8339,71.9053,102.96,24,0,16.42,PK,2021-07-01 04:26:16
480,Alyangula,-13.8483,136.4192,82.27,61,10,11.5,AU,2021-07-01 04:26:16
481,Rincon,32.296,-81.2354,79.86,91,75,0.0,US,2021-07-01 04:26:17
482,Santa Cruz Cabrália,-16.2781,-39.0247,71.83,88,90,8.05,BR,2021-07-01 04:26:17
483,Seminole,28.7086,-81.2081,78.08,94,1,0.0,US,2021-07-01 04:24:41
484,Port Augusta,-32.5,137.7667,61.7,56,45,5.48,AU,2021-07-01 04:26:18
485,Port Macquarie,-31.4333,152.9167,62.89,90,100,10.02,AU,2021-07-01 04:22:20
486,Molina,-35.1167,-71.2833,42.37,100,100,3.44,CL,2021-07-01 04:26:18
487,Olafsvik,64.8945,-23.7142,49.48,96,56,11.95,IS,2021-07-01 04:26:19
488,Pisco,-13.7,-76.2167,60.85,88,90,4.61,PE,2021-07-01 04:25:00
489,Stephenville,32.2207,-98.2023,79.95,78,1,5.75,US,2021-07-01 04:23:47
490,Labuan,5.2767,115.2417,86.11,79,20,2.3,MY,2021-07-01 04:26:20
491,Martapura,-3.4167,114.85,86.09,70,40,8.05,ID,2021-07-01 04:26:20
492,Labuhan,-6.8844,112.2051,84.79,66,92,1.03,ID,2021-07-01 04:26:20
493,Tergnier,49.6561,3.3011,56.08,96,100,4.68,FR,2021-07-01 04:26:21
494,Son La,21.3167,103.9,80.29,75,100,4.38,VN,2021-07-01 04:26:21
495,Yar-Sale,66.8333,70.8333,57.47,96,100,20.15,RU,2021-07-01 04:26:22
496,Sibolga,1.7427,98.7792,85.32,60,84,3.78,ID,2021-07-01 04:26:22
497,Mildura,-34.2,142.15,65.07,63,75,6.91,AU,2021-07-01 04:26:22
498,Alacaygan,10.8401,123.0583,85.57,70,96,3.13,PH,2021-07-01 04:26:23
499,Haines Junction,60.7522,-137.5108,69.75,32,90,4.61,CA,2021-07-01 04:26:23
500,Whittlesea,-32.1759,26.8244,46.06,60,31,25.52,ZA,2021-07-01 04:26:24
501,Mercedes,-34.6515,-59.4307,43.86,85,100,9.8,AR,2021-07-01 04:26:24
502,Sicuani,-14.2694,-71.2261,42.85,62,9,1.7,PE,2021-07-01 04:26:24
503,Chernyshevsk,52.5243,117.0174,77.29,38,14,13.33,RU,2021-07-01 04:26:25
504,Phalaborwa,-23.943,31.1411,60.08,28,11,4.61,ZA,2021-07-01 04:23:49
505,Onalaska,43.8844,-91.2351,69.06,94,0,1.7,US,2021-07-01 04:22:19
506,Masumbwe,-3.6333,32.1833,65.93,55,59,2.15,TZ,2021-07-01 04:26:26
507,Malbork,54.0359,19.0266,64.87,93,6,9.04,PL,2021-07-01 04:26:26
508,Portland,45.5234,-122.6762,72.09,72,90,4.61,US,2021-07-01 04:23:52
509,Bontang,0.1333,117.5,83.95,68,100,1.74,ID,2021-07-01 04:23:17
510,Thinadhoo,0.5333,72.9333,82.85,74,10,9.73,MV,2021-07-01 04:26:27
511,Haapiti,-17.5667,-149.8667,82.13,73,97,22.73,PF,2021-07-01 04:26:27
512,Tarko-Sale,64.9225,77.785,68.25,43,94,16.75,RU,2021-07-01 04:26:28
513,Bitkine,11.9801,18.2138,77.27,65,96,9.33,TD,2021-07-01 04:26:28
514,Luleå,65.5842,22.1547,60.87,51,0,3.44,SE,2021-07-01 04:26:28
515,Buchanan,5.8808,-10.0467,75.45,89,89,4.59,LR,2021-07-01 04:26:29
516,Bay City,43.5945,-83.8889,72.1,80,1,10.36,US,2021-07-01 04:24:35
517,Ambilobe,-13.2,49.05,66.65,78,4,2.62,MG,2021-07-01 04:26:29
518,Ati,13.2154,18.3353,83.97,51,99,11.79,TD,2021-07-01 04:26:30
519,Honningsvåg,70.9821,25.9704,54.93,71,75,18.41,NO,2021-07-01 04:26:30
520,Umluj,25.0213,37.2685,88.38,47,2,1.92,SA,2021-07-01 04:26:31
521,Iracoubo,5.4802,-53.2011,75.88,88,65,2.73,GF,2021-07-01 04:26:31
522,Pudozh,61.8099,36.5345,57.6,68,10,9.53,RU,2021-07-01 04:26:32
523,Sitka,57.0531,-135.33,57.09,77,90,10.36,US,2021-07-01 04:26:32
524,Sackville,45.9188,-64.3846,68.86,99,100,5.17,CA,2021-07-01 04:26:32
525,Redlands,34.0556,-117.1825,87.66,57,1,1.01,US,2021-07-01 04:26:33
526,Kangaba,11.9333,-8.4167,75.78,79,88,4.32,ML,2021-07-01 04:26:33
527,Cabedelo,-6.9811,-34.8339,74.07,88,100,6.42,BR,2021-07-01 04:26:34
528,Kawalu,-7.3817,108.2082,82.02,71,96,4.97,ID,2021-07-01 04:26:34
529,Chulumani,-16.4096,-67.5263,52.34,85,0,2.44,BO,2021-07-01 04:26:34
530,Bhadrak,21.0633,86.5054,89.19,60,100,10.98,IN,2021-07-01 04:26:35
531,Sistranda,63.7256,8.834,57.9,78,2,12.37,NO,2021-07-01 04:26:35
532,Husavik,66.0449,-17.3389,58.91,79,39,4.5,IS,2021-07-01 04:26:36
533,Talalayivka,50.9578,31.9209,66.56,82,99,5.48,UA,2021-07-01 04:26:36
534,Bad Hall,48.0383,14.2077,57.36,79,99,1.01,AT,2021-07-01 04:26:37
535,Poso,-1.3959,120.7524,85.64,60,99,3.13,ID,2021-07-01 04:26:37
536,Sarakhs,36.5449,61.1577,91.54,27,40,27.63,IR,2021-07-01 04:26:37
537,Kaeo,-35.1,173.7833,59.32,70,8,10.16,NZ,2021-07-01 04:26:38
538,Twin Falls,42.3505,-114.6445,78.93,29,1,11.5,US,2021-07-01 04:26:38
539,Gamba,-2.65,10.0,71.13,96,77,4.07,GA,2021-07-01 04:26:39
540,Ugoofaaru,5.6667,73.0,82.83,76,90,15.1,MV,2021-07-01 04:26:39
541,San Benito Abad,8.929,-75.0271,74.88,96,44,5.44,CO,2021-07-01 04:26:39
542,Şabyā,17.1495,42.6254,89.22,53,18,2.42,SA,2021-07-01 04:26:40
543,Dudinka,69.4058,86.1778,62.55,50,56,3.2,RU,2021-07-01 04:26:40
544,Asău,46.4333,26.4,65.39,87,100,5.32,RO,2021-07-01 04:26:41
545,Alofi,-19.0595,-169.9187,76.89,88,86,10.36,NU,2021-07-01 04:26:41
546,Tomioka,36.25,138.9,74.07,93,100,5.26,JP,2021-07-01 04:26:41
547,Bāgeshwar,29.85,79.7667,87.17,39,73,2.24,IN,2021-07-01 04:26:42
548,Karatau,43.1667,70.4667,91.04,17,19,8.57,KZ,2021-07-01 04:26:42
549,Pangnirtung,66.1451,-65.7125,49.19,72,100,5.86,CA,2021-07-01 04:26:43
550,Warmbad,-28.45,18.7333,43.56,91,0,3.94,NA,2021-07-01 04:26:43
551,Paamiut,61.994,-49.6678,40.21,90,11,11.88,GL,2021-07-01 04:26:43
552,Wukari,7.85,9.7833,73.47,90,97,2.26,NG,2021-07-01 04:26:44
553,Lodja,-3.4833,23.4333,67.78,69,29,0.83,CD,2021-07-01 04:26:44
554,Goālpāra,26.1667,90.6167,81.63,84,100,6.46,IN,2021-07-01 04:26:44
555,Kajaani,64.2273,27.7285,55.45,67,0,10.36,FI,2021-07-01 04:26:45
556,Ushtobe,45.2514,77.9838,83.82,26,9,15.3,KZ,2021-07-01 04:26:45
557,Seymchan,62.8833,152.4333,59.76,64,94,11.23,RU,2021-07-01 04:26:46
558,San Quintín,30.4833,-115.95,66.47,88,21,6.64,MX,2021-07-01 04:26:46
559,Tahe,52.3333,124.7333,70.61,43,39,9.98,CN,2021-07-01 04:26:47
560,Tadine,-21.55,167.8833,70.23,65,27,18.48,NC,2021-07-01 04:26:47
561,Izhma,65.0083,53.9113,58.68,75,99,10.67,RU,2021-07-01 04:26:48
562,Sítio Novo do Tocantins,-5.5183,-47.4611,69.73,65,32,2.75,BR,2021-07-01 04:26:48
563,São José de Piranhas,-7.1206,-38.5019,69.73,86,82,3.31,BR,2021-07-01 04:23:00
